DENSITY	LENGTH_OF_SEQ	SUBPEAK_LENGTH
0.202543142597639	446	2202
0.175641025641026	137	780
0.392678868552413	472	1202
0.2	141	705
0.301086956521739	277	920
0.120206489675516	163	1356
0.23728813559322	182	767
0.282157676348548	204	723
0.099009900990099	80	808
0.1328125	136	1024
0.226716839134525	241	1063
0.297645739910314	531	1784
0.281275551921504	344	1223
0.165543792107796	172	1039
0.246082949308756	267	1085
0.171641791044776	207	1206
0.137851366961879	358	2597
0.207122774133083	221	1067
0.137894736842105	131	950
0.13722998729352	108	787
0.269113993927684	975	3623
0.292482627921668	463	1583
0.244286840031521	310	1269
0.465909090909091	410	880
0.417661097852029	350	838
0.297838270616493	372	1249
0	0	572
0	0	692
0.416988416988417	432	1036
0.292234332425068	429	1468
0.365139949109415	287	786
0.220565149136578	281	1274
0.354438237119801	571	1611
0.294642857142857	495	1680
0.299543378995434	328	1095
0.125352112676056	267	2130
0.334072431633407	452	1353
0.22216844143272	459	2066
0.156934306569343	129	822
0.0304606240713224	41	1346
0.331937172774869	317	955
0.31969696969697	211	660
0.122513922036595	154	1257
0.167141500474834	176	1053
0.30893300248139	249	806
0.249156355455568	443	1778
0.296672828096118	321	1082
0.24	234	975
0.184383819379116	196	1063
0	0	688
0.384615384615385	360	936
0.17342799188641	171	986
0.194876946258162	388	1991
0.380739081746921	680	1786
0.194950911640954	278	1426
0.218884120171674	357	1631
0	0	5814
0.124302788844622	156	1255
0.184278350515464	429	2328
0.372222222222222	335	900
0.228805834092981	251	1097
0.227738376674547	289	1269
0.234521575984991	500	2132
0.335826477187734	449	1337
0.322564102564103	1887	5850
0.336842105263158	448	1330
0.321481481481481	217	675
0.199551569506726	178	892
0.316200390370852	486	1537
0	0	1262
0.271092669432918	392	1446
0.213547646383467	186	871
0.347826086956522	288	828
0.0112812248186946	14	1241
0.317622950819672	310	976
0.256921373200443	232	903
0.214031971580817	241	1126
0.233673469387755	229	980
0.38189708617483	616	1613
0.236905721192587	294	1241
0.366847826086957	405	1104
0.314009661835749	195	621
0.0728476821192053	44	604
0.2925	468	1600
0.135375494071146	137	1012
0.384406165004533	424	1103
0.237347294938918	544	2292
0.297895902547065	538	1806
0.218161683277962	197	903
0.32404181184669	186	574
0.342584562012142	395	1153
0.2890625	222	768
0.334525939177102	187	559
0.211508553654743	272	1286
0.249763481551561	264	1057
0.307929969104016	598	1942
0.253275109170306	174	687
0.157931516422082	226	1431
0.213029315960912	327	1535
0.200927357032458	130	647
0.291970802919708	160	548
0.240199572344975	337	1403
0.199134199134199	184	924
0.439490445859873	345	785
0.248759305210918	401	1612
0.334456613310868	397	1187
0.191238416175232	227	1187
0.273972602739726	240	876
0.249753208292201	253	1013
0.261433668504703	806	3083
0.0162162162162162	18	1110
0.0916967509025271	127	1385
0.345155709342561	399	1156
0.379388448471121	335	883
0.304457527333894	362	1189
0.305647840531561	368	1204
0.349206349206349	330	945
0.252287581699346	193	765
0.263636363636364	406	1540
0.250077663870767	805	3219
0.333154793786824	622	1867
0.368724279835391	448	1215
0.326492537313433	875	2680
0.282071097372488	365	1294
0.306451612903226	532	1736
0.130589070262598	184	1409
0.300319488817891	282	939
0.303611738148984	269	886
0.33453670276775	278	831
0.0739514348785872	67	906
0.226128921061703	656	2901
0.359324758842444	447	1244
0.243313201035375	282	1159
0.355824682814302	617	1734
0.380779691749773	420	1103
0.256944444444444	370	1440
0.325908942024238	995	3053
0.30145661811273	952	3158
0.170637970791699	222	1301
0.225	135	600
0.24945567651633	802	3215
0.352417302798982	277	786
0.396878483835006	356	897
0.251201923076923	209	832
0.382198952879581	438	1146
0.329382407985028	528	1603
0.290167865707434	484	1668
0.399668325041459	241	603
0.345309381237525	346	1002
0.214438502673797	401	1870
0.209745762711864	297	1416
0.0669398907103825	49	732
0.451156812339332	702	1556
0.320843091334895	411	1281
0.23441615452151	267	1139
0.271534044298605	331	1219
0.107107107107107	107	999
0.332518337408313	680	2045
0.0238322211630124	25	1049
0.373990306946688	463	1238
0.333907056798623	388	1162
0.355075792374828	773	2177
0.27741935483871	602	2170
0.372400756143667	394	1058
0.175084175084175	156	891
0.253041362530414	208	822
0.410096426545661	723	1763
0.269275474622239	695	2581
0.199487554904832	545	2732
0.320809248554913	444	1384
0.280810354530107	499	1777
0.288770053475936	432	1496
0.369481765834933	385	1042
0.207758299142111	557	2681
0.119266055045872	234	1962
0	0	714
0.323839662447257	307	948
0.279258400926999	241	863
0.321387283236994	556	1730
0.261089987325729	206	789
0.32837528604119	287	874
0.233817701453104	354	1514
0.402689313517339	569	1413
0.179398148148148	155	864
0.166119021540708	455	2739
0.199441563621859	500	2507
0.2590799031477	321	1239
0.32731137088204	308	941
0.35171261487051	421	1197
0.303782957585021	795	2617
0.234668335419274	375	1598
0.342781222320638	387	1129
0.301455301455301	290	962
0.259375	166	640
0.342325581395349	368	1075
0	0	871
0.329050279329609	1178	3580
0.178571428571429	195	1092
0.233766233766234	252	1078
0.334371754932503	322	963
0.207852193995381	180	866
0.471910112359551	294	623
0.26790450928382	606	2262
0.307185234014502	466	1517
0.209455415918612	350	1671
0.321143617021277	483	1504
0.28062970568104	410	1461
0.141715873567211	408	2879
0.226939970717423	155	683
0.320093457943925	274	856
0.218292682926829	179	820
0.256588761810045	516	2011
0.219262295081967	1070	4880
0.0935828877005348	70	748
0.381556195965418	662	1735
0.128099173553719	124	968
0.234811165845649	429	1827
0.359703337453646	291	809
0.107816711590297	120	1113
0.202095808383234	135	668
0.327014218009479	414	1266
0.204700061842919	662	3234
0.16280701754386	232	1425
0.271557271557272	211	777
0.179914070891515	335	1862
0.404541631623213	481	1189
0.25499524262607	268	1051
0.256499682942295	809	3154
0.208974358974359	326	1560
0.118279569892473	99	837
0.12585969738652	183	1454
0.112533692722372	167	1484
0.163777644949193	274	1673
0.327088212334114	419	1281
0.253039513677812	333	1316
0.159533073929961	287	1799
0.338873499538319	367	1083
0.369336384439359	807	2185
0.256671899529042	327	1274
0.315388280133397	662	2099
0.325446898002103	1238	3804
0.399482870071105	618	1547
0.337539432176656	428	1268
0.103947368421053	79	760
0.395280235988201	402	1017
0	0	710
0.265610438024231	285	1073
0.411171450737005	530	1289
0.228700820832154	808	3533
0.332290036515389	637	1917
0.204898446833931	343	1674
0.255567338282078	241	943
0.244214672575086	496	2031
0.190988567585743	284	1487
0.297352342158859	438	1473
0.351206928321356	1906	5427
0.223735408560311	345	1542
0.230420929062552	1374	5963
0.367102396514161	674	1836
0.0411622276029056	34	826
0.25938566552901	228	879
0.258650519031142	299	1156
0.320512820512821	525	1638
0.231143552311436	380	1644
0.269198312236287	319	1185
0.418025751072961	974	2330
0.329584775086505	381	1156
0.22879177377892	267	1167
0.316073354908306	293	927
0.376483279395901	349	927
0.368176538908246	317	861
0.282307692307692	367	1300
0.207800511508951	325	1564
0	0	940
0.316872427983539	308	972
0.132675438596491	121	912
0.254465790360634	755	2967
0.193873873873874	538	2775
0.174576271186441	103	590
0.270163934426229	824	3050
0.184505606523955	181	981
0.209920920201294	292	1391
0.343162670123137	1059	3086
0.26418229290292	1113	4213
0.203723986856517	186	913
0.339543269230769	565	1664
0.162946428571429	146	896
0.250730994152047	343	1368
0.345022624434389	305	884
0.318916349809886	671	2104
0.223113964686998	278	1246
0.393805309734513	267	678
0.252279635258359	249	987
0.229626485568761	541	2356
0.355329949238579	420	1182
0.217291507268554	284	1307
0.301169590643275	412	1368
0.152245345016429	139	913
0.3042071197411	188	618
0.236379613356766	269	1138
0.329475833900613	484	1469
0.341133004926108	277	812
0.27114967462039	250	922
0.291634689178818	380	1303
0.206927985414768	227	1097
0.450047573739296	473	1051
0.276357827476038	519	1878
0.308478038815117	302	979
0.314671814671815	326	1036
0.197343453510436	104	527
0.24	576	2400
0.264585045193098	322	1217
0.187845303867403	442	2353
0.377717391304348	556	1472
0.335553705245629	403	1201
0.324485733244857	489	1507
0.279304542905216	498	1783
0.210776545166403	266	1262
0.373424971363116	326	873
0.26357918810749	461	1749
0.45367027677497	377	831
0.180232558139535	248	1376
0.217263157894737	516	2375
0.351587301587302	443	1260
0.258966565349544	426	1645
0.363796133567663	207	569
0.263607257203842	494	1874
0.345739471106758	353	1021
0.142587939698492	227	1592
0.230510752688172	343	1488
0.356521739130435	287	805
0.190965092402464	186	974
0.384043272481406	568	1479
0.196220930232558	270	1376
0.346062052505967	290	838
0	0	827
0.317098092643052	931	2936
0.290460878885316	271	933
0.131404958677686	159	1210
0.402369460289601	917	2279
0.217694994179278	187	859
0.433102081268583	437	1009
0.338461538461538	308	910
0.165731769505354	325	1961
0.195013357079252	219	1123
0.154196486662329	237	1537
0.0544147843942505	53	974
0.361846571622539	533	1473
0.251533742331288	492	1956
0.193857965451056	202	1042
0.401352874859076	356	887
0.258559622195986	438	1694
0.236960721184804	368	1553
0.276461295418641	350	1266
0.134146341463415	154	1148
0.320501342882722	358	1117
0.224431818181818	237	1056
0.280085197018104	263	939
0.339103869653768	333	982
0.296640457469621	415	1399
0.229382604776927	509	2219
0.239267315397825	418	1747
0.232253086419753	301	1296
0.144284128745838	130	901
0.206840390879479	254	1228
0.298325722983257	196	657
0.318857142857143	279	875
0.187613843351548	206	1098
0.371212121212121	392	1056
0.313131313131313	186	594
0.143719806763285	119	828
0.471838469713071	444	941
0.312223858615611	636	2037
0.116528925619835	141	1210
0.288861689106487	236	817
0.316470588235294	269	850
0.312782572955199	761	2433
0.343027591349739	460	1341
0.376558603491272	302	802
0.263622974963181	179	679
0.130488305293394	318	2437
0.103669724770642	113	1090
0.305909090909091	673	2200
0.264431239388795	623	2356
0.302699228791774	471	1556
0.184251968503937	234	1270
0.301212938005391	447	1484
0.182883939038687	156	853
0.295101553166069	247	837
0.142857142857143	96	672
0.238979118329466	206	862
0.3779399837794	466	1233
0.414841849148418	341	822
0.253723110865968	460	1813
0.0437158469945355	40	915
0.155073388640715	243	1567
0.298993028659954	386	1291
0.179906542056075	231	1284
0.333333333333333	396	1188
0.375667022411953	352	937
0.286671630677587	770	2686
0.203907203907204	167	819
0.334995014955135	336	1003
0.352722772277228	285	808
0.134831460674157	120	890
0.222935779816514	243	1090
0	0	887
0.332100840336134	988	2975
0.154332700822264	244	1581
0.223598820058997	379	1695
0.255165785679962	531	2081
0.157969639468691	333	2108
0.170971709717097	278	1626
0.278331822302811	307	1103
0.118483412322275	125	1055
0.295420974889217	400	1354
0.149280575539568	166	1112
0.180336220071319	708	3926
0.160358565737052	161	1004
0.333333333333333	351	1053
0.254255319148936	239	940
0	0	1073
0.345966958211856	356	1029
0.321029082774049	287	894
0.287808127914724	432	1501
0.217277486910995	249	1146
0.333659491193738	341	1022
0.160623781676413	412	2565
0.305785123966942	518	1694
0.246995994659546	555	2247
0.286500114600046	1250	4363
0.147922998986829	146	987
0.341515474919957	320	937
0.368831168831169	426	1155
0.244849445324881	309	1262
0.229349736379613	261	1138
0.377717391304348	278	736
0.335721107927412	703	2094
0.145398298530549	188	1293
0.372177055103884	412	1107
0.253158160687216	501	1979
0.317808219178082	348	1095
0	0	972
0.289935364727609	314	1083
0.397411003236246	614	1545
0.387755102040816	285	735
0.316239316239316	444	1404
0.213544018058691	473	2215
0.163342318059299	303	1855
0.281847529178048	1135	4027
0.213815789473684	260	1216
0.375502008032129	374	996
0.295015716210148	657	2227
0.291946308724832	261	894
0.258272800645682	320	1239
0.282655246252677	528	1868
0.252005347593583	377	1496
0.369832402234637	331	895
0.221980413492927	204	919
0.305166846071044	567	1858
0.181184668989547	156	861
0.214211076280042	205	957
0.357429718875502	356	996
0.119472459270753	154	1289
0.291666666666667	273	936
0.220652173913043	203	920
0.162990196078431	133	816
0.269309989701339	523	1942
0.308424908424908	421	1365
0.207221350078493	264	1274
0.43218085106383	325	752
0.318853171155517	367	1151
0.42041312272175	346	823
0.163636363636364	135	825
0.260964912280702	238	912
0.116	58	500
0.262550200803213	523	1992
0.20187617260788	538	2665
0.207777777777778	374	1800
0.3182156133829	428	1345
0.308186195826645	384	1246
0.262178919397697	296	1129
0.295647258338044	523	1769
0.215434083601286	201	933
0.284961966062025	487	1709
0.286486486486487	265	925
0	0	1626
0.235023041474654	255	1085
0.00960219478737997	14	1458
0.184818481848185	224	1212
0.184601113172542	199	1078
0.200960768614892	251	1249
0.366844207723036	551	1502
0.0492063492063492	31	630
0.391098484848485	413	1056
0.351407000686342	512	1457
0.34699714013346	364	1049
0.297539149888143	266	894
0.232086239695625	366	1577
0.354028085735403	479	1353
0.0666666666666667	72	1080
0.191369124068842	745	3893
0.388020833333333	298	768
0.192755498059508	149	773
0.324232081911263	190	586
0.292562999385372	476	1627
0.339055793991416	474	1398
0.297644539614561	417	1401
0.148292682926829	152	1025
0.316179677278674	725	2293
0.258677144728225	395	1527
0.132562277580071	149	1124
0.215085884988798	288	1339
0.357322175732218	427	1195
0.320639238354301	943	2941
0.474215246636771	423	892
0.285589519650655	327	1145
0.277375783888085	575	2073
0.280681818181818	247	880
0.274770173646578	269	979
0.290922619047619	391	1344
0.33748701973001	325	963
0.295537673738113	404	1367
0.272064777327935	336	1235
0.148453608247423	144	970
0.279776179056755	350	1251
0.266666666666667	216	810
0.271694214876033	263	968
0.108490566037736	161	1484
0.239813736903376	206	859
0.13953488372093	150	1075
0.24294813466788	267	1099
0.255208333333333	392	1536
0.18937048503612	367	1938
0.334901222953904	356	1063
0.248301097752222	475	1913
0.368715083798883	330	895
0.0899376669634906	101	1123
0.33115671641791	355	1072
0.192807192807193	193	1001
0.0594405594405594	51	858
0.210986267166042	338	1602
0.156521739130435	90	575
0.414946619217082	583	1405
0.212685389712843	674	3169
0.328662420382166	258	785
0.270562770562771	250	924
0.301239970824216	826	2742
0.160370084811103	208	1297
0.346187554776512	395	1141
0.409777777777778	461	1125
0.264404609475032	413	1562
0.271800679501699	480	1766
0.157702825888788	173	1097
0.370041039671683	541	1462
0	0	1037
0.222564102564103	434	1950
0.150747986191024	131	869
0.302325581395349	455	1505
0.21897233201581	554	2530
0.295114656031904	296	1003
0.364497789008212	577	1583
0.258133333333333	484	1875
0.076878612716763	133	1730
0.281976744186047	291	1032
0.307249712313003	267	869
0.294171220400729	323	1098
0.270664505672609	167	617
0.28762278978389	732	2545
0.179035250463822	193	1078
0.260566882148185	524	2011
0.235042735042735	275	1170
0.20368574199806	210	1031
0.214477211796247	240	1119
0.359504132231405	348	968
0.177148343734998	369	2083
0.24606971975393	360	1463
0.210772833723653	270	1281
0.287369001654716	521	1813
0.388698630136986	454	1168
0.248571428571429	174	700
0.302743614001892	320	1057
0.325431034482759	453	1392
0	0	740
0.273294346978557	701	2565
0.184794086589229	175	947
0.300163132137031	184	613
0.405867970660147	498	1227
0.19036903690369	423	2222
0.403544648943422	592	1467
0.0113636363636364	12	1056
0.154897494305239	340	2195
0.286036036036036	254	888
0.219452887537994	361	1645
0.329775880469584	309	937
0.318818040435459	410	1286
0.343155310006139	559	1629
0.236786469344609	336	1419
0.329583460018243	1084	3289
0.316485225505443	814	2572
0.233774417139256	371	1587
0.250554323725055	226	902
0.273338312173264	366	1339
0.153550863723608	160	1042
0.320274914089347	466	1455
0.311944091486658	491	1574
0.148936170212766	119	799
0	0	983
0.326923076923077	255	780
0.0743348982785603	95	1278
0.253869969040248	410	1615
0.369652406417112	553	1496
0.237864077669903	245	1030
0.121037463976945	126	1041
0.20385288966725	582	2855
0.211812627291242	312	1473
0.212880143112701	357	1677
0.231724137931034	168	725
0.233625928426739	346	1481
0.341784989858012	337	986
0.20226843100189	321	1587
0.204647006255585	229	1119
0.180756013745704	263	1455
0.424831712789828	568	1337
0.185273159144893	156	842
0.252229299363057	396	1570
0.25607476635514	411	1605
0.367236024844721	473	1288
0.143874643874644	202	1404
0.256198347107438	124	484
0.2	326	1630
0.373845060412225	526	1407
0.100327868852459	153	1525
0.0558086560364465	49	878
0.150655021834061	345	2290
0.318335208098988	283	889
0.322283609576427	350	1086
0.224870466321244	217	965
0.110444177671068	92	833
0.276464542651593	538	1946
0.142538975501114	128	898
0.269521410579345	321	1191
0.384419983065199	454	1181
0.425992779783394	472	1108
0.255065937600515	793	3109
0.265017667844523	675	2547
0.147559591373439	130	881
0.335843373493976	446	1328
0.339009287925697	219	646
0.345466578424884	522	1511
0.40273396424816	383	951
0.372792362768496	781	2095
0.21631000578369	374	1729
0.315010570824524	298	946
0.182402881399537	709	3887
0.184834123222749	234	1266
0.19318786588611	363	1879
0.288387096774194	447	1550
0.0414333706606943	37	893
0	0	573
0.25187969924812	134	532
0.223264540337711	238	1066
0.345809172377438	1312	3794
0.329746615758417	950	2881
0.31278801843318	543	1736
0.23505012098168	680	2893
0.135224274406332	205	1516
0.278350515463918	216	776
0.372243839169909	287	771
0.410394265232975	458	1116
0.298349834983498	452	1515
0.0903732809430255	92	1018
0.38366571699905	404	1053
0.379375	607	1600
0.306329581103525	1660	5419
0.299130434782609	688	2300
0.267326732673267	621	2323
0.352209085252022	566	1607
0.0680473372781065	69	1014
0.172675521821632	273	1581
0.193517635843661	203	1049
0.341714285714286	299	875
0.208491761723701	658	3156
0.254016832440704	332	1307
0.279350104821803	533	1908
0.191909689557855	612	3189
0.149532710280374	144	963
0	0	731
0.248166948674563	440	1773
0.21595598349381	157	727
0.253318980983136	706	2787
0.260994263862333	273	1046
0	0	1359
0	0	1017
0.298969072164948	319	1067
0.234265734265734	268	1144
0.319241192411924	589	1845
0.256410256410256	260	1014
0.0872885979268958	160	1833
0.262512768130746	257	979
0.222222222222222	292	1314
0.209976798143852	181	862
0.205903527717783	286	1389
0.237188872620791	324	1366
0.235433070866142	299	1270
0.211449676823638	229	1083
0.18925831202046	222	1173
0.337985436893204	557	1648
0.316914498141264	341	1076
0.342261904761905	345	1008
0.327280980481162	721	2203
0.404624277456647	420	1038
0.392785571142285	196	499
0.242807825086306	211	869
0.261336515513126	438	1676
0.319903303787268	397	1241
0.141009055627426	109	773
0.327300150829563	217	663
0.311349693251534	406	1304
0.234741784037559	300	1278
0.205387205387205	244	1188
0.343713956170704	298	867
0.400617919670443	389	971
0.433423913043478	319	736
0.528061224489796	414	784
0.345618915159944	497	1438
0.183329198709998	739	4031
0.119473876507125	327	2737
0.211610486891386	226	1068
0.269035532994924	371	1379
0.11787072243346	124	1052
0.421428571428571	413	980
0.339483394833948	184	542
0.196600566572238	347	1765
0.286831812255541	440	1534
0.245614035087719	462	1881
0.347906976744186	374	1075
0.223277909738717	376	1684
0.190695002871913	332	1741
0.162131519274376	143	882
0.384356035064059	570	1483
0.245341614906832	395	1610
0.0586166471277843	50	853
0.388007054673721	440	1134
0.373239436619718	371	994
0.323509252912954	472	1459
0.381165919282511	340	892
0.194103194103194	237	1221
0.376876876876877	251	666
0.360786724031961	587	1627
0.217923604309501	445	2042
0.360165975103734	434	1205
0.348420153714774	408	1171
0	0	554
0.160240963855422	133	830
0.340679522497704	371	1089
0.204158790170132	108	529
