DENSITY	LENGTH_OF_SEQ	SUBPEAK_LENGTH
0.211517165005537	191	903
0.304696449026346	266	873
0.149532710280374	224	1498
0.153765690376569	147	956
0.197048611111111	454	2304
0.185445524085177	897	4837
0.19811320754717	189	954
0.23644251626898	327	1383
0.358640226628895	633	1765
0.21656050955414	238	1099
0.126888217522659	168	1324
0.267399267399267	584	2184
0.093944099378882	121	1288
0.309145556032632	720	2329
0.369932432432432	219	592
0.367553865652725	290	789
0.13531047265987	292	2158
0.123560209424084	118	955
0.217405582922824	662	3045
0.278601694915254	263	944
0.256379100850547	211	823
0.239082568807339	1303	5450
0.294520547945205	946	3212
0.259242144177449	561	2164
0.355710549258936	408	1147
0.251559251559252	242	962
0.421225382932166	385	914
0.312096029547553	338	1083
0.292682926829268	264	902
0.350053361792956	328	937
0.121259842519685	154	1270
0.235423542354235	214	909
0.284392350400987	461	1621
0.363057324840764	171	471
0.199089874857793	175	879
0	0	416
0.427302996670366	385	901
0.32312925170068	380	1176
0.250744490768314	421	1679
0.227402862985685	556	2445
0.330756013745704	385	1164
0.310316139767055	373	1202
0.140092879256966	362	2584
0.378328741965106	412	1089
0.230392156862745	423	1836
0.168299198575245	378	2246
0.320418848167539	306	955
0.340632603406326	280	822
0.376348547717842	907	2410
0.217627856365615	200	919
0.247687564234327	241	973
0.391238670694864	518	1324
0	0	1229
0.233766233766234	198	847
0.405263157894737	539	1330
0.366051660516605	496	1355
0.252864157119476	309	1222
0.212151067323481	646	3045
0.131147540983607	120	915
0.265573770491803	324	1220
0.281159420289855	291	1035
0.27089072543618	295	1089
0.0848952590959206	154	1814
0.306451612903226	361	1178
0.290246768507638	247	851
0.243718592964824	291	1194
0.43015332197615	505	1174
0.277147487844408	171	617
0.287923416789396	391	1358
0.339350180505415	282	831
0.374570446735395	545	1455
0.179144385026738	201	1122
0	0	755
0.126623376623377	117	924
0.403526970954357	389	964
0.250961010433828	457	1821
0.259893048128342	243	935
0.307000946073794	649	2114
0.100210970464135	95	948
0.247328244274809	324	1310
0.267253358036128	577	2159
0.165725047080979	176	1062
0.448058761804827	427	953
0.222423146473779	246	1106
0.253976961053209	463	1823
0.29295154185022	266	908
0.329123914759274	417	1267
0.368680641183724	598	1622
0	0	766
0.337827121332276	426	1261
0.217552533992583	176	809
0.213032581453634	170	798
0.297520661157025	324	1089
0.122146118721461	107	876
0	0	1402
0.229180116204003	355	1549
0.178217821782178	108	606
0.324396782841823	363	1119
0.388976377952756	494	1270
0.432569974554707	510	1179
0.230692076228686	230	997
0.243534482758621	565	2320
0.175792507204611	122	694
0.369398907103825	338	915
0.364088005677786	513	1409
0.231869594145043	697	3006
0.0712105798575788	70	983
0.327035830618893	502	1535
0.423986486486487	502	1184
0.0551558752997602	69	1251
0.276986951364176	467	1686
0.430717863105175	258	599
0.381981981981982	636	1665
0.16857720836143	500	2966
0.218562874251497	219	1002
0.274259448416752	537	1958
0.391304347826087	306	782
0.291752577319588	283	970
0.0977326035965598	125	1279
0.312405446293495	413	1322
0.310633839706653	593	1909
0.26474278544542	211	797
0.179035250463822	193	1078
0.365507104360608	746	2041
0.117647058823529	206	1751
0.387423935091278	764	1972
0.212820512820513	332	1560
0.437810945273632	352	804
0.241844769403825	215	889
0	0	1634
0.299592786503781	515	1719
0.278242677824268	266	956
0.242540168324407	317	1307
0.207570207570208	340	1638
0.20746887966805	200	964
0.15606936416185	108	692
0.362630414163769	1147	3163
0.183837610111069	480	2611
0.338567222767419	345	1019
0.222910216718266	288	1292
0.378240976105745	1488	3934
0.0312075983717775	23	737
0.303030303030303	360	1188
0.269914040114613	471	1745
0.24814631735047	1004	4046
0.265208110992529	497	1874
0.143686502177068	99	689
0.395770392749245	524	1324
0.316737288135593	299	944
0.206669798027243	440	2129
0.256583629893238	721	2810
0.315309446254072	484	1535
0.362174578866769	473	1306
0.336569579288026	416	1236
0.218338108882522	381	1745
0.161147902869757	146	906
0.253012048192771	294	1162
0.2457798784605	364	1481
0.241588156123822	359	1486
0.20395256916996	258	1265
0.28690036900369	311	1084
0.288381742738589	417	1446
0.261103633916555	194	743
0.217312072892938	477	2195
0.153259949195597	181	1181
0.173838209982788	202	1162
0.269182389937107	428	1590
0.398134863701578	555	1394
0.259710144927536	448	1725
0.374592833876221	345	921
0.209313970956435	418	1997
0.321247892074199	381	1186
0.232613908872902	291	1251
0.297041906327034	723	2434
0.239692138537658	436	1819
0.316431924882629	337	1065
0.291710388247639	556	1906
0.268177525967894	284	1059
0.202160493827161	393	1944
0.307004470938897	412	1342
0.28290282902829	230	813
0	0	1140
0.227840199750312	365	1602
0.296005239030779	452	1527
0.0274261603375527	26	948
0.382978723404255	360	940
0.251362810417929	415	1651
0.306666666666667	460	1500
0.263774912075029	225	853
0.124200913242009	136	1095
0.283191230207065	465	1642
0.237684103605891	468	1969
0.240506329113924	247	1027
0.105450840550178	207	1963
0.339880444064902	796	2342
0.37620578778135	585	1555
0.227605118829982	249	1094
0.217168011738811	296	1363
0.0485636114911081	71	1462
0.191176470588235	221	1156
0.329210275927688	346	1051
0.37909186906019	718	1894
0.394736842105263	330	836
0.376623376623377	435	1155
0.218159658744668	358	1641
0.229908443540183	226	983
0.226503759398496	241	1064
0	0	3166
0.249829816201498	367	1469
0.349079754601227	569	1630
0.368876080691643	256	694
0.0110998990918264	11	991
0.35117599351176	433	1233
0.0442238267148014	49	1108
0.236409608091024	187	791
0.280190930787589	587	2095
0.479020979020979	1096	2288
0.389986824769433	888	2277
0.330552659019812	317	959
0.15	132	880
0.324045407636739	314	969
0.329258353708231	404	1227
0.406189555125725	420	1034
0.302453987730061	493	1630
0.492589363557105	565	1147
0.257978723404255	291	1128
0.115214994487321	209	1814
0.196891191709845	114	579
0.175590551181102	223	1270
0.311475409836066	266	854
0.398447606727037	308	773
0.288679245283019	306	1060
0.321972002434571	529	1643
0.108200455580866	95	878
0.233576642335766	192	822
0.161172161172161	176	1092
0.207303974221267	386	1862
0.263803680981595	387	1467
0.360594795539033	291	807
0.311023622047244	316	1016
0.254276827371695	327	1286
0.190221031480241	284	1493
0.280713342140026	425	1514
0.167042889390519	222	1329
0.23046875	177	768
0.284507042253521	202	710
0.340968245705362	655	1921
0.18970736629667	188	991
0.168934240362812	149	882
0.182644628099174	221	1210
0.185234899328859	138	745
0.330287206266319	506	1532
0.384453781512605	366	952
0.285429141716567	1001	3507
0.135263407688657	285	2107
0.33273219116321	738	2218
0.262124711316397	227	866
0.338116032439177	542	1603
0.299226139294927	348	1163
0.290175666883539	446	1537
0.218168279970216	293	1343
0.33367139959432	329	986
0.413469735720375	485	1173
0.360023041474654	625	1736
0.277679100059207	469	1689
0.310606060606061	287	924
0.366376811594203	632	1725
0.24789029535865	235	948
0.359195402298851	500	1392
0.306826706676669	409	1333
0.271645021645022	251	924
0.197729422894986	209	1057
0.21850613154961	196	897
0.31763417305586	290	913
0.230909090909091	254	1100
0.157245632065776	153	973
0.240492957746479	683	2840
0.361665221162186	417	1153
0.381258941344778	533	1398
0.28441879637263	345	1213
0.252941176470588	215	850
0.220720720720721	196	888
0.287729196050776	1020	3545
0.224530168150346	227	1011
0.31358024691358	381	1215
0	0	1109
0.360902255639098	192	532
0.137085137085137	285	2079
0.284805091487669	358	1257
0.284240150093809	303	1066
0.274034822104466	362	1321
0.226354941551541	213	941
0.34206306787814	640	1871
0.333682008368201	319	956
0.336931380107941	437	1297
0.141509433962264	105	742
0.421052631578947	320	760
0.166389351081531	200	1202
0.268506900878294	214	797
0.22884012539185	292	1276
0.107784431137725	126	1169
0.289913159652639	434	1497
0.294329432943294	327	1111
0.308912739150723	662	2143
0.327628361858191	268	818
0.204801200300075	273	1333
0.314982973893303	555	1762
0.185869565217391	513	2760
0.447552447552448	448	1001
0.123595505617978	110	890
0.253991291727141	1050	4134
0.25	319	1276
0.230985915492958	164	710
0.43161094224924	426	987
0.245421245421245	335	1365
0.196377502383222	206	1049
0.344444444444444	310	900
0.390552995391705	339	868
0.1875	297	1584
0.176845943482224	194	1097
0.231182795698925	301	1302
0	0	1041
0.255913978494624	595	2325
0.0297225891677675	45	1514
0.358297413793103	665	1856
0.151573538856776	236	1557
0.211345939933259	190	899
0.145432692307692	242	1664
0.126050420168067	195	1547
0.153729071537291	101	657
0.235714285714286	495	2100
0.23314963967783	550	2359
0.258609893550407	826	3194
0.262691377921031	326	1241
0.200913242009132	440	2190
0.270976616231087	394	1454
0.352941176470588	258	731
0.317628374801482	600	1889
0.359315589353612	378	1052
0.282222222222222	254	900
0.156410256410256	183	1170
0.0994350282485876	88	885
0.242253521126761	430	1775
0	0	1102
0.388846447669977	509	1309
0.319565217391304	588	1840
0.198194501436192	483	2437
0.382843137254902	781	2040
0.196734693877551	241	1225
0.218623481781377	324	1482
0.350058343057176	300	857
0.280133000831255	337	1203
0.235753317720531	302	1281
0.1441647597254	126	874
0.155409444112373	260	1673
0.310154525386313	281	906
0.279651795429815	257	919
0.201550387596899	338	1677
0.184076433121019	289	1570
0.240190249702735	202	841
0.0898876404494382	72	801
0.222634508348794	600	2695
0.234388366124893	274	1169
0.237340153452685	464	1955
0.283594394064303	688	2426
0.164497041420118	139	845
0.0525812619502868	55	1046
0.227717391304348	419	1840
0.361886429258903	376	1039
0.192073170731707	189	984
0.267115600448934	238	891
0.234028683181226	359	1534
0.296909492273731	269	906
0.43265306122449	424	980
0.334923339011925	983	2935
0.121107266435986	175	1445
0.284059945504087	417	1468
0.166014533258804	297	1789
0.246774193548387	306	1240
0.252506836827712	277	1097
0.401156069364162	347	865
0.386314655172414	717	1856
0.155703580349709	187	1201
0.300171526586621	175	583
0.222056631892697	149	671
0.359109548916227	613	1707
0.316580310880829	611	1930
0.332599118942731	302	908
0.397444089456869	622	1565
0.28594249201278	179	626
0.362089914945322	298	823
0.0161290322580645	11	682
0.335502530730296	464	1383
0.287727539635937	490	1703
0.424175824175824	386	910
0.251339503166098	516	2053
0.224977043158861	490	2178
0.160799652325076	370	2301
0.0958083832335329	160	1670
0.384800965018094	319	829
0.436651583710407	386	884
0.384136858475894	247	643
0.412238325281804	256	621
0.231696014828545	250	1079
0.390429958391123	563	1442
0.253975903614458	527	2075
0.102777777777778	111	1080
0.301775147928994	408	1352
0.331977217249797	408	1229
0.195705521472393	319	1630
0.387731481481481	335	864
0.257965056526208	251	973
0.184508268059182	212	1149
0.222877358490566	189	848
0.233047544816836	299	1283
0.0532110091743119	58	1090
0.260230849947534	248	953
0.224770642201835	294	1308
0.126326963906582	119	942
0.336902800658979	409	1214
0.425211665098777	452	1063
0.304705882352941	518	1700
0.31013916500994	312	1006
0.300272975432211	330	1099
0.358381502890173	434	1211
0.321339950372208	259	806
0.33970753655793	302	889
0.293889427740058	303	1031
0.380998080614203	397	1042
0.283687943262411	360	1269
0.203996282527881	439	2152
0.320291173794359	352	1099
0.269188596491228	491	1824
0.138487208008899	249	1798
0.20531914893617	193	940
0.35032437442076	378	1079
0.279498525073746	379	1356
0.37384140061792	363	971
0.165837479270315	200	1206
0.181338956246705	344	1897
0.363636363636364	212	583
0.235023041474654	306	1302
0.232029117379436	765	3297
0.0656836461126005	98	1492
0.282333051563821	334	1183
0.160674157303371	143	890
0.196745562130178	133	676
0.258813413585555	301	1163
0.246508379888268	353	1432
0.0790742526518804	82	1037
0.314366998577525	442	1406
0.25974025974026	260	1001
0.142268041237113	138	970
0.0138089758342923	12	869
0.264038231780167	221	837
0.0332610267534346	46	1383
0.312619502868069	327	1046
0.240274599542334	525	2185
0.366330764671014	618	1687
0.299489506522972	528	1763
0.190978886756238	199	1042
0.106164383561644	124	1168
0.351249053747161	464	1321
0.147560975609756	242	1640
0.157687991021324	281	1782
0	0	646
0.367130008176615	449	1223
0.311362209667294	496	1593
0.310846560846561	470	1512
0.0961145194274029	94	978
0.209613478691774	423	2018
0	0	1716
0.453865336658354	364	802
0.26797385620915	410	1530
0.281207133058985	410	1458
0.259235255994815	400	1543
0.199448529411765	217	1088
0.297232250300842	247	831
0.32646420824295	602	1844
0.339449541284404	222	654
0.210769230769231	411	1950
0.302439024390244	372	1230
0.226613965744401	172	759
0.377828054298643	334	884
0.330232558139535	284	860
0.261730969760167	753	2877
0.198515769944341	214	1078
0.285255552582285	1066	3737
0.321983715766099	435	1351
0.271860095389507	342	1258
0.204351204351204	263	1287
0.446384039900249	358	802
0.271959459459459	322	1184
0.357277882797732	378	1058
0.303132938187976	358	1181
0	0	973
0.409278350515464	397	970
0.417857142857143	585	1400
0.107579462102689	176	1636
0.266553480475382	157	589
0.271375464684015	438	1614
0.412254160363086	545	1322
0.344313725490196	439	1275
0.371492704826038	331	891
0.202739726027397	370	1825
0.244414353419093	361	1477
0.222291021671827	359	1615
0.279227053140097	289	1035
0.24018691588785	257	1070
0.260359655981235	666	2558
0.0361881785283474	30	829
0.326375711574953	688	2108
0.0296495956873315	11	371
0.241880341880342	283	1170
0.30392943063352	379	1247
0.41745531019979	397	951
0.0612244897959184	120	1960
0.309031556039173	284	919
0.363316936050597	517	1423
0.380573248407643	478	1256
0.211111111111111	190	900
0.205445544554455	166	808
0.20898754737412	386	1847
0.240585774058577	230	956
0.322950819672131	394	1220
0.344947735191638	297	861
0.193737769080235	198	1022
0.243311458859162	482	1981
0.311542390194076	305	979
0.272727272727273	408	1496
0.334088335220838	295	883
0.311170212765957	234	752
0.343552750225428	381	1109
0.401098901098901	365	910
0.205047318611987	195	951
0.331739961759082	694	2092
0.178571428571429	315	1764
0.0856760374832664	64	747
0.333333333333333	264	792
0.299452221545953	492	1643
0.252873563218391	330	1305
0.425844346549192	290	681
0	0	979
0.380124223602484	306	805
0.420463629096723	526	1251
0.303534303534304	292	962
0.282931354359926	305	1078
0.294411177644711	295	1002
0.283275606135576	1145	4042
0.20576773187841	264	1283
0.240899357601713	225	934
0.193025141930251	238	1233
0.415094339622642	352	848
0.212053571428571	190	896
0.189297658862876	566	2990
0.264227642276423	260	984
0.214667314230209	442	2059
0.111022997620936	140	1261
0.440944881889764	448	1016
0.267909715407262	273	1019
0.152249134948097	264	1734
0.180327868852459	418	2318
0.262720664589823	253	963
0.309803921568627	474	1530
0.276610169491525	408	1475
0.187347931873479	154	822
0	0	737
0.183053557154277	229	1251
0.313428728673638	1139	3634
0.206391478029294	155	751
0.204580152671756	268	1310
0.316317228805834	347	1097
0.280026109660574	429	1532
0.2564302416212	329	1283
0.266908212560386	221	828
0.218902015288395	315	1439
0.322535211267606	229	710
0.296151337247228	454	1533
0.247227658186562	379	1533
0.358490566037736	323	901
0.196901226597805	305	1549
0.340770791075051	504	1479
0.268392370572207	197	734
0.198439241917503	178	897
0.0733082706766917	78	1064
0.42022792022792	590	1404
0.321933962264151	273	848
0.306376360808709	197	643
0.482880755608028	409	847
0.27263479145473	268	983
0.302351623740202	270	893
0.228803716608595	197	861
0.213793103448276	186	870
0.331772575250836	496	1495
0.283637873754153	683	2408
0.170025839793282	329	1935
0.289299867899604	219	757
0.364016736401674	348	956
0.343659244917715	355	1033
0.248681898066784	283	1138
0.155372700871249	321	2066
0.235255994815295	363	1543
0.250701065619742	447	1783
0.26850464489062	896	3337
0.159420289855072	143	897
0.261772853185596	189	722
0.223517978620019	230	1029
0.0885684860968074	86	971
0.223290598290598	418	1872
0.321305841924399	374	1164
0.238866396761134	354	1482
0.202429149797571	150	741
0.127788104089219	275	2152
0.288478452066843	328	1137
0.227226202661208	222	977
0.253341820496499	398	1571
0.24502712477396	271	1106
0.249789385004212	593	2374
0.248254460822343	320	1289
0.392857142857143	583	1484
0.254807692307692	530	2080
0.190056639395846	302	1589
0.241522491349481	349	1445
0.217730496453901	614	2820
0	0	977
0.297560975609756	366	1230
0.371970030850595	844	2269
0.171312427409988	295	1722
0.286212914485166	1148	4011
0.265486725663717	570	2147
0.429203539823009	388	904
0.235754189944134	211	895
0.384769539078156	384	998
0.235734870317003	409	1735
0.325751421608448	401	1231
0.279569892473118	338	1209
0.178496868475992	171	958
0.233096085409253	524	2248
0.142433234421365	288	2022
0.100958466453674	158	1565
0.415985467756585	458	1101
0.175895765472313	270	1535
0.30812324929972	220	714
0.269587194608256	320	1187
0.243275552898984	814	3346
0.409366869037294	472	1153
0.0592193808882907	44	743
0.168996188055909	266	1574
0.265208747514911	667	2515
0.25	312	1248
0.447867298578199	567	1266
0.238251366120219	218	915
0.26437587657784	377	1426
0.379471228615863	244	643
0.252151898734177	498	1975
0.282325937260903	369	1307
0.144880174291939	133	918
0.274145170965807	457	1667
0.323748668796592	608	1878
0.286699507389163	291	1015
0.176470588235294	168	952
0.14689880304679	135	919
0.325528269560251	570	1751
0.167748917748918	155	924
0.225285810356422	335	1487
0.402999062792877	430	1067
0.208090237261766	535	2571
0.248423265592151	709	2854
0.258937198067633	268	1035
0.157080715321411	325	2069
0.324031007751938	627	1935
0.127556512378902	237	1858
0.317738791423002	326	1026
0.215068493150685	157	730
0.0817843866171004	88	1076
0.246252676659529	230	934
0	0	590
0.168927250308261	137	811
0.0373312152501986	47	1259
0.32985257985258	537	1628
0.294584837545126	408	1385
0.425733207190161	450	1057
0.347128378378378	411	1184
0.329139072847682	497	1510
0.252279635258359	249	987
0.163616792249731	152	929
0.279036827195467	394	1412
0.333534015653221	554	1661
0.103504928806134	189	1826
0.217006200177148	245	1129
0.228519195612431	250	1094
0.364611260053619	272	746
0.296795952782462	176	593
0.382929642445213	332	867
0.356965174129353	574	1608
0.295372233400402	734	2485
0	0	954
0.295622019939315	1364	4614
0.221456692913386	450	2032
0.334736842105263	318	950
0.455527847049044	548	1203
0.223715651135006	749	3348
0.177453661501064	584	3291
0.404481132075472	343	848
0.264462809917355	352	1331
0.273543821448013	1005	3674
0.191056910569106	517	2706
0.29476861167002	293	994
0.218544547721605	964	4411
0.202046035805627	158	782
0.36359509759419	801	2203
0.221641791044776	297	1340
0.267950963222417	459	1713
0.144028103044496	246	1708
0.262510254306809	320	1219
0.184381778741866	170	922
0	0	1733
0.141783029001074	132	931
0.177301731996354	389	2194
0.377258235919235	355	941
0.220456116102281	319	1447
0.251824817518248	207	822
0.184865413915693	364	1969
0.359335038363171	281	782
0.163161711385062	225	1379
0.436046511627907	525	1204
0	0	584
0.251681836169371	636	2527
0.235008103727715	145	617
0.290478905359179	1019	3508
0.342019543973941	315	921
0.255813953488372	165	645
0.194656488549618	765	3930
0.265601597603595	532	2003
0.300317796610169	567	1888
0.333079268292683	437	1312
0.190844233055886	321	1682
0.316411682892907	455	1438
0.213105413105413	374	1755
0.356368563685637	263	738
0.372549019607843	627	1683
0.21640826873385	335	1548
0.187393526405451	440	2348
0.318690095846645	399	1252
0.435230352303523	803	1845
0.431578947368421	492	1140
0.299438990182328	427	1426
0.357696566998893	323	903
0.215859030837004	196	908
0.391070053887606	508	1299
0.331597222222222	191	576
0.356196414653157	457	1283
0.156353591160221	283	1810
0.219662058371736	572	2604
0.283851554663992	283	997
0.277056277056277	192	693
0.253036437246964	250	988
0.0803149606299213	102	1270
0.214761376248613	387	1802
0.304210526315789	289	950
0.214932126696833	190	884
0.33034379671151	221	669
0.285407725321888	532	1864
0.335034013605442	197	588
0.17875	143	800
0.31936127744511	320	1002
0.221649484536082	301	1358
0.412116679132386	551	1337
0.310924369747899	296	952
0.425827107790822	399	937
0	0	1095
0.0907473309608541	102	1124
0.274449877750611	449	1636
0.123869801084991	137	1106
0.249406175771971	315	1263
0.33187134502924	454	1368
0.319273199221285	492	1541
0.307352941176471	209	680
0.221187427240978	190	859
0.225400953619419	520	2307
0.320036264732548	353	1103
0.435013262599469	328	754
0.372670807453416	180	483
0	0	825
0.119096509240246	174	1461
0.093984962406015	175	1862
0.313796212804328	348	1109
0.314262023217247	379	1206
0.204513399153738	435	2127
0.276252019386107	171	619
0.221272554605888	233	1053
0.322997416020672	500	1548
0.264676943260085	807	3049
0.358274167121791	656	1831
0.140607424071991	375	2667
0.183859649122807	262	1425
0.381644518272425	919	2408
0.0238532110091743	13	545
0.410569105691057	404	984
0.228450874020494	379	1659
0.371428571428571	442	1190
0.193872425916625	386	1991
0.241222366710013	371	1538
0.197986577181208	236	1192
0.289855072463768	380	1311
0.350624399615754	365	1041
0.307239057239057	365	1188
0.370764119601329	558	1505
0.35	392	1120
0.228448275862069	212	928
0.146806482364156	308	2098
0.211343686698177	313	1481
0.271231073074391	824	3038
0.0687554395126197	79	1149
0.310565635005336	291	937
0.312439729990357	324	1037
0.0904605263157895	110	1216
0.234123222748815	247	1055
0.0312796208530806	33	1055
0.136105860113422	144	1058
0.33901705115346	338	997
0.38122332859175	1072	2812
0.238679245283019	253	1060
0.22501611863314	349	1551
0.403600464576074	695	1722
0.290895061728395	377	1296
0.315397824842587	551	1747
0.398849472674976	832	2086
0.171658986175115	149	868
0.242750621375311	293	1207
0.266903914590747	225	843
0.343170320404722	407	1186
0.158249158249158	282	1782
0.101317957166392	123	1214
0.24446583253128	254	1039
0	0	734
0.237857142857143	333	1400
0.32112676056338	570	1775
0.300699300699301	301	1001
0.460493827160494	373	810
0.138023152270703	155	1123
0.185714285714286	182	980
0.314465408805031	350	1113
0.354632587859425	333	939
0.350071736011478	488	1394
0.315203955500618	255	809
0.246248896734334	279	1133
0.230403800475059	291	1263
0.303270564915758	612	2018
0.193832599118943	220	1135
0.385470085470085	451	1170
0.26099706744868	445	1705
0.220414201183432	149	676
0.107539450613676	184	1711
0.344343517753922	417	1211
0.197948098974049	328	1657
0.185250999555753	417	2251
0.378623188405797	209	552
0.158690176322418	252	1588
0.25823111684958	400	1549
0.17027417027417	236	1386
0.282430647291942	1069	3785
0.368378158109209	452	1227
0.137296532200991	194	1413
0.434782608695652	340	782
0.2870627429206	517	1801
0.376702997275204	553	1468
0.15580985915493	354	2272
0.26288056206089	449	1708
0.220640569395018	372	1686
0.379622641509434	503	1325
0	0	858
0.292281498297389	515	1762
0.188571428571429	330	1750
0.382299270072993	419	1096
0.324851569126378	383	1179
0.140039447731755	284	2028
0.184346035015448	179	971
0.15510522213562	199	1283
0.34556126192223	471	1363
0.24859943977591	355	1428
0.368680641183724	299	811
0.186238532110092	203	1090
0.376450116009281	649	1724
0.359375	253	704
0.258407079646018	292	1130
0.301787592008412	287	951
0.279730740463725	374	1337
0.298353909465021	290	972
0.329775280898876	587	1780
0.332163742690058	284	855
0.316633266533066	316	998
0.100496277915633	81	806
0.305882352941176	390	1275
0.167579408543264	153	913
0.218851570964247	202	923
0.409049773755656	452	1105
0.30938123752495	465	1503
0.234336859235151	288	1229
0.229314420803783	291	1269
0.277357192016518	403	1453
0.422360248447205	680	1610
0.252448313384113	232	919
0.0383838383838384	38	990
0.325190839694657	213	655
0.331780055917987	356	1073
0.137537239324727	277	2014
0.194146341463415	199	1025
0.271698113207547	360	1325
0.177454545454545	244	1375
0.293233082706767	390	1330
0.465357967667436	403	866
0.198874296435272	212	1066
0.389027431421446	468	1203
0.312240663900415	602	1928
0.252989880404784	550	2174
0.305835010060362	152	497
0.270553064275037	362	1338
0.437699680511182	411	939
0.5	484	968
0.185792349726776	238	1281
0.266099635479951	219	823
0.278436018957346	235	844
0.423664122137405	555	1310
0.190401258851298	242	1271
0.20358387257342	409	2009
0.36424957841484	432	1186
0.281504986400725	621	2206
0.181918412348401	165	907
0.283807829181495	319	1124
0.248648648648649	184	740
0.135294117647059	138	1020
0.27445652173913	505	1840
0.297872340425532	224	752
0.406139315230224	344	847
0	0	1124
0.212510711225364	248	1167
0.182779456193353	484	2648
0.356407857811038	381	1069
0.297109207708779	555	1868
0.376854599406528	635	1685
0.268082282680823	404	1507
0.204395604395604	186	910
0.19559748427673	311	1590
0.333675038441825	651	1951
0.356394129979036	340	954
0.35370611183355	544	1538
0.342572850035537	482	1407
0.224683544303797	284	1264
0.214574898785425	159	741
0.414746543778802	720	1736
0.243134628265238	363	1493
0.297579298831386	713	2396
0.176821983273596	740	4185
0.398884239888424	572	1434
0.210884353741497	527	2499
0.266932270916335	268	1004
0.415318230852211	385	927
0.349489795918367	274	784
0.223907225691347	251	1121
0.238601823708207	314	1316
0.325966850828729	295	905
0.214723926380368	210	978
0.380381086803105	539	1417
0.251891891891892	233	925
0.197573656845754	228	1154
0.318556048131729	503	1579
0.294117647058824	410	1394
0.25982905982906	608	2340
0.0635491606714628	53	834
0.1	123	1230
0.228077571669477	541	2372
0.3274231678487	277	846
0.305737389295341	794	2597
0.101022012578616	257	2544
0.313821138211382	579	1845
0.13680387409201	113	826
0.200928381962865	303	1508
0.13857998289136	162	1169
0.526243093922652	381	724
0.128956623681125	110	853
0.261491317671093	512	1958
0.381611065907242	938	2458
0.37788385043755	475	1257
0.272163120567376	307	1128
0.31729667812142	277	873
0.425722831505484	427	1003
0.275186567164179	295	1072
0.293723339427179	482	1641
0.239156386788699	601	2513
0.316077441077441	751	2376
0.264339152119701	212	802
0.278959810874705	708	2538
0.243340532757379	338	1389
0.211009174311927	368	1744
0.212480252764613	538	2532
0.160978384527873	283	1758
0.394759825327511	452	1145
0.0628318584070797	71	1130
0.22372528616025	215	961
0.30515587529976	509	1668
0.248210922787194	659	2655
0.283195020746888	546	1928
0.37962962962963	369	972
0.232277526395173	770	3315
0.15076071922545	109	723
0.0469336670838548	75	1598
0.332451499118166	377	1134
0.380678550891317	662	1739
0.314645308924485	275	874
0.145853193517636	306	2098
0.27	216	800
0	0	1881
0.409041980624327	380	929
0.247524752475248	200	808
0.0971731448763251	55	566
0.3510747185261	343	977
0.201187335092348	610	3032
0.264308012486993	254	961
0.169	169	1000
0	0	3913
0.389894419306184	517	1326
0.278253039171544	1854	6663
0.1281179138322	113	882
0	0	969
0.148913043478261	137	920
0.248168498168498	813	3276
0.394889663182346	340	861
0.407368421052632	387	950
0.305331179321486	378	1238
0.208835341365462	520	2490
0.135387488328665	145	1071
0.272657450076805	355	1302
0.26948193295603	619	2297
0.180715935334873	313	1732
0.238147739801544	216	907
0.205655526992288	160	778
0.211615871190339	368	1739
0.303131991051454	542	1788
0.15497301464919	201	1297
0.143391521197007	230	1604
0.228070175438596	247	1083
0.132692307692308	138	1040
0.255011135857461	229	898
0.289699570815451	270	932
0.352448453608247	547	1552
0.396111786148238	326	823
0.064128256513026	64	998
0.228405315614618	275	1204
0.368500376789751	489	1327
0.382671480144404	636	1662
0.332827516439049	1316	3954
0.343462246777164	373	1086
0.288046340179042	547	1899
0.352411575562701	548	1555
0.255910165484634	433	1692
0.129316181448883	191	1477
0.329842931937173	315	955
0.168195718654434	165	981
0.275597269624573	323	1172
0.267777777777778	241	900
0.152463382157124	229	1502
0.240637450199203	302	1255
0.174342105263158	318	1824
0.436380772855796	463	1061
0.201353637901861	238	1182
0.330462020360219	422	1277
0.325569358178054	629	1932
0.357352941176471	486	1360
0.23257698541329	287	1234
0.281266774020397	524	1863
0.259220231822972	246	949
0.14854517611026	194	1306
0.22964318389753	251	1093
0.317198764160659	308	971
0.123145400593472	83	674
0.101680672268908	121	1190
0.375516956162117	454	1209
0.326582278481013	258	790
0.442622950819672	405	915
0.339063426200356	572	1687
0.207807118254879	543	2613
0.309834638816362	356	1149
0.330111902339776	649	1966
0.265215459795646	597	2251
0.1730482347091	348	2011
0	0	614
0.257857974388824	443	1718
0.288386593920499	740	2566
0.247292418772563	548	2216
0.0274135876042908	23	839
0.184615384615385	192	1040
0.34982332155477	297	849
0	0	742
0.305095541401274	479	1570
0.376029277218664	411	1093
0.314569536423841	285	906
0.279398762157383	316	1131
0.388571428571429	272	700
0.355263157894737	540	1520
0.372072072072072	413	1110
0.27199001871491	436	1603
0.301834862385321	329	1090
0.329820864067439	313	949
0.300185873605948	323	1076
0.0519031141868512	45	867
0.347536617842876	261	751
0.102889358703312	146	1419
0.311030741410488	344	1106
0.255744255744256	256	1001
0.0862745098039216	88	1020
0.333333333333333	473	1419
0.123359580052493	141	1143
0.331226295828066	262	791
